,iid,gender,pid,match,age_x,field_cd_x,date_x,go_out_x,sports_x,tvsports_x,exercise_x,dining_x,museums_x,art_x,hiking_x,gaming_x,clubbing_x,reading_x,tv_x,theater_x,movies_x,concerts_x,music_x,shopping_x,yoga_x,attr3_1_x,sinc3_1_x,fun3_1_x,intel3_1_x,amb3_1_x,cluster_x,age_y,field_cd_y,date_y,go_out_y,sports_y,tvsports_y,exercise_y,dining_y,museums_y,art_y,hiking_y,gaming_y,clubbing_y,reading_y,tv_y,theater_y,movies_y,concerts_y,music_y,shopping_y,yoga_y,attr3_1_y,sinc3_1_y,fun3_1_y,intel3_1_y,amb3_1_y,cluster_y
0,-1.752607488,0,-1.78615071,-0.443148842,-1.390856446,-1.797295045,1.271923345,-1.077418794,1.192875491,-0.83090882,0.628902948,0.534557531,-3.365890649,-3.018579243,-0.363294398,-0.952015497,-0.361640169,-0.962592802,1.313459727,-3.047405972,1.158625641,1.441150656,0.617208815,0.628424599,-1.4821353,-0.907355956,-0.337348244,0.074755839,-0.321457828,-0.391290288,1.165400661,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
1,-1.746263098,0,-1.78615071,-0.443148842,-0.573091253,-1.797295045,-0.11747721,-1.077418794,-1.07872293,-0.83090882,0.21581409,1.159810002,0.304063735,-0.58768266,-1.145133408,0.684590854,0.868119361,1.065956785,-1.89452397,0.722445885,-0.122453786,-0.048764903,0.019130211,-1.476589029,-1.4821353,-0.163431059,-2.521177245,1.486888387,-0.321457828,-2.864760089,0.11346224,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
2,-1.739918708,0,-1.78615071,-0.443148842,-0.300502856,-1.539936944,-1.506877766,-1.077418794,-1.07872293,1.457542309,0.21581409,-0.090694941,-1.268773858,-1.073861977,0.809464118,0.275439266,-0.361640169,-0.455455406,0.912461765,-0.220017079,-0.7629935,-0.048764903,-1.775105603,0.628424599,0.746040022,0.580493839,0.390594756,0.074755839,0.64459241,0.227077162,1.165400661,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
3,-1.733574318,0,-1.78615071,-0.443148842,-0.845679651,-1.797295045,-0.11747721,-1.077418794,-1.835922404,-1.212317341,-0.197274768,-0.715947412,-0.74449466,-0.101503344,0.418544613,0.684590854,0.458199518,-0.455455406,0.511463803,0.722445885,-0.7629935,0.447873617,-0.578948394,-2.318594481,1.117402576,-0.163431059,-0.337348244,0.780822113,-1.287508066,0.227077162,0.11346224,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
4,-1.727229928,0,-1.78615071,-0.443148842,-1.390856446,-1.797295045,-0.812177488,-1.077418794,0.435676018,-0.068091777,0.21581409,-0.715947412,-0.74449466,0.384675973,0.027625108,1.093742442,0.868119361,-0.962592802,0.912461765,-0.691248561,-1.403533213,-2.035318982,-0.578948394,0.628424599,-0.739410192,-0.907355956,-3.977063246,-1.337376709,1.610642648,0.227077162,1.165400661,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
5,-1.720885538,0,-1.78615071,-0.443148842,-0.845679651,-1.797295045,-1.506877766,-1.077418794,1.571475228,1.457542309,1.041991807,-0.715947412,0.304063735,-0.101503344,1.200383623,-0.542863909,0.048279674,0.558819388,-1.493526008,-1.162480044,-1.403533213,-0.545403423,-2.373184208,-2.318594481,-1.4821353,-1.651280854,-1.065291244,0.074755839,0.64459241,-1.628025189,-0.412506971,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
6,-1.714541148,0,-1.78615071,-0.443148842,-1.118268049,-1.797295045,-0.11747721,-1.077418794,-0.321523456,-0.449500298,-1.023452485,1.159810002,1.352622131,1.357034606,-1.536052913,-0.133712322,0.868119361,0.051681991,0.912461765,1.193677367,1.158625641,1.441150656,1.21528742,1.470430051,1.860127683,-0.907355956,-1.793234245,-2.043442983,-1.287508066,-0.391290288,0.11346224,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
7,-1.708196757,0,-1.78615071,-0.443148842,-0.300502856,1.291002168,-0.11747721,-1.077418794,-1.457322667,-0.83090882,-2.26271906,1.159810002,0.828342933,0.87085529,-1.145133408,-0.542863909,1.687959048,0.051681991,1.71445769,0.722445885,0.518085928,-0.545403423,-1.177026998,0.628424599,0.374677469,-0.163431059,-3.249120246,0.074755839,-0.321457828,0.227077162,1.691369871,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
8,-1.701852367,0,-1.78615071,-0.443148842,-0.027914458,1.291002168,-0.812177488,-1.077418794,-0.700123193,-0.449500298,-2.26271906,-0.090694941,-0.74449466,-0.101503344,-1.536052913,-0.542863909,1.687959048,0.051681991,0.912461765,1.193677367,1.158625641,0.944512136,0.617208815,0.628424599,-0.739410192,-0.163431059,-1.793234245,1.486888387,-1.287508066,-0.391290288,1.691369871,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
9,-1.695507977,0,-1.78615071,-0.443148842,-0.027914458,1.291002168,0.577223067,-1.077418794,1.192875491,1.838950831,1.041991807,-0.715947412,-0.74449466,-0.58768266,0.418544613,-0.952015497,0.458199518,0.051681991,-0.290532121,-0.691248561,-0.7629935,-0.048764903,0.019130211,0.207421874,0.746040022,-0.907355956,-0.337348244,1.486888387,-2.253558303,0.845444612,-0.938476181,0.109769,0.15398419,0.100750119,1.660003895,0.395794466,0.707708263,-1.699558222,-0.784654733,0.186618209,-0.55018248,-0.215557248,0.217324971,-0.632911421,0.755326534,-1.13081267,-1.0216393,0.183466725,0.181755001,0.130028497,0.085421912,-1.058048741,0.722284836,0.616902804,-0.298432136,-0.433093522,-1.315104967,0.164201516
10,-1.752607488,0,-1.779841832,-0.443148842,-1.390856446,-1.797295045,1.271923345,-1.077418794,1.192875491,-0.83090882,0.628902948,0.534557531,-3.365890649,-3.018579243,-0.363294398,-0.952015497,-0.361640169,-0.962592802,1.313459727,-3.047405972,1.158625641,1.441150656,0.617208815,0.628424599,-1.4821353,-0.907355956,-0.337348244,0.074755839,-0.321457828,-0.391290288,1.165400661,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
11,-1.746263098,0,-1.779841832,-0.443148842,-0.573091253,-1.797295045,-0.11747721,-1.077418794,-1.07872293,-0.83090882,0.21581409,1.159810002,0.304063735,-0.58768266,-1.145133408,0.684590854,0.868119361,1.065956785,-1.89452397,0.722445885,-0.122453786,-0.048764903,0.019130211,-1.476589029,-1.4821353,-0.163431059,-2.521177245,1.486888387,-0.321457828,-2.864760089,0.11346224,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
12,-1.739918708,0,-1.779841832,-0.443148842,-0.300502856,-1.539936944,-1.506877766,-1.077418794,-1.07872293,1.457542309,0.21581409,-0.090694941,-1.268773858,-1.073861977,0.809464118,0.275439266,-0.361640169,-0.455455406,0.912461765,-0.220017079,-0.7629935,-0.048764903,-1.775105603,0.628424599,0.746040022,0.580493839,0.390594756,0.074755839,0.64459241,0.227077162,1.165400661,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
13,-1.733574318,0,-1.779841832,-0.443148842,-0.845679651,-1.797295045,-0.11747721,-1.077418794,-1.835922404,-1.212317341,-0.197274768,-0.715947412,-0.74449466,-0.101503344,0.418544613,0.684590854,0.458199518,-0.455455406,0.511463803,0.722445885,-0.7629935,0.447873617,-0.578948394,-2.318594481,1.117402576,-0.163431059,-0.337348244,0.780822113,-1.287508066,0.227077162,0.11346224,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
14,-1.727229928,0,-1.779841832,-0.443148842,-1.390856446,-1.797295045,-0.812177488,-1.077418794,0.435676018,-0.068091777,0.21581409,-0.715947412,-0.74449466,0.384675973,0.027625108,1.093742442,0.868119361,-0.962592802,0.912461765,-0.691248561,-1.403533213,-2.035318982,-0.578948394,0.628424599,-0.739410192,-0.907355956,-3.977063246,-1.337376709,1.610642648,0.227077162,1.165400661,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
15,-1.720885538,0,-1.779841832,-0.443148842,-0.845679651,-1.797295045,-1.506877766,-1.077418794,1.571475228,1.457542309,1.041991807,-0.715947412,0.304063735,-0.101503344,1.200383623,-0.542863909,0.048279674,0.558819388,-1.493526008,-1.162480044,-1.403533213,-0.545403423,-2.373184208,-2.318594481,-1.4821353,-1.651280854,-1.065291244,0.074755839,0.64459241,-1.628025189,-0.412506971,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
16,-1.714541148,0,-1.779841832,-0.443148842,-1.118268049,-1.797295045,-0.11747721,-1.077418794,-0.321523456,-0.449500298,-1.023452485,1.159810002,1.352622131,1.357034606,-1.536052913,-0.133712322,0.868119361,0.051681991,0.912461765,1.193677367,1.158625641,1.441150656,1.21528742,1.470430051,1.860127683,-0.907355956,-1.793234245,-2.043442983,-1.287508066,-0.391290288,0.11346224,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
17,-1.708196757,0,-1.779841832,2.256578165,-0.300502856,1.291002168,-0.11747721,-1.077418794,-1.457322667,-0.83090882,-2.26271906,1.159810002,0.828342933,0.87085529,-1.145133408,-0.542863909,1.687959048,0.051681991,1.71445769,0.722445885,0.518085928,-0.545403423,-1.177026998,0.628424599,0.374677469,-0.163431059,-3.249120246,0.074755839,-0.321457828,0.227077162,1.691369871,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
18,-1.701852367,0,-1.779841832,2.256578165,-0.027914458,1.291002168,-0.812177488,-1.077418794,-0.700123193,-0.449500298,-2.26271906,-0.090694941,-0.74449466,-0.101503344,-1.536052913,-0.542863909,1.687959048,0.051681991,0.912461765,1.193677367,1.158625641,0.944512136,0.617208815,0.628424599,-0.739410192,-0.163431059,-1.793234245,1.486888387,-1.287508066,-0.391290288,1.691369871,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
19,-1.695507977,0,-1.779841832,-0.443148842,-0.027914458,1.291002168,0.577223067,-1.077418794,1.192875491,1.838950831,1.041991807,-0.715947412,-0.74449466,-0.58768266,0.418544613,-0.952015497,0.458199518,0.051681991,-0.290532121,-0.691248561,-0.7629935,-0.048764903,0.019130211,0.207421874,0.746040022,-0.907355956,-0.337348244,1.486888387,-2.253558303,0.845444612,-0.938476181,-1.344562066,-1.758522489,-2.730784591,-1.039147714,0.805927838,0.707708263,1.243472396,0.299082438,0.186618209,-0.119581676,-0.991063385,-0.528608313,-0.24009336,-0.723905537,0.467843889,-1.0216393,-0.395954812,0.181755001,0.670652132,0.085421912,0.48996888,1.424544899,0.616902804,0.883282939,1.354691713,0.75811631,0.666648187
20,-1.752607488,0,-1.773532955,2.256578165,-1.390856446,-1.797295045,1.271923345,-1.077418794,1.192875491,-0.83090882,0.628902948,0.534557531,-3.365890649,-3.018579243,-0.363294398,-0.952015497,-0.361640169,-0.962592802,1.313459727,-3.047405972,1.158625641,1.441150656,0.617208815,0.628424599,-1.4821353,-0.907355956,-0.337348244,0.074755839,-0.321457828,-0.391290288,1.165400661,-1.344562066,-1.758522489,1.516517474,-1.039147714,-0.014338905,1.050388948,-1.699558222,0.840951023,-0.777675496,-0.119581676,-0.603310316,0.963258255,0.545542762,-0.723905537,1.267172168,1.855645126,0.183466725,1.071879981,0.670652132,1.258543042,-1.058048741,-2.086755418,-0.779655719,0.292425402,-0.433093522,-2.351715605,0.666648187
21,-1.746263098,0,-1.773532955,-0.443148842,-0.573091253,-1.797295045,-0.11747721,-1.077418794,-1.07872293,-0.83090882,0.21581409,1.159810002,0.304063735,-0.58768266,-1.145133408,0.684590854,0.868119361,1.065956785,-1.89452397,0.722445885,-0.122453786,-0.048764903,0.019130211,-1.476589029,-1.4821353,-0.163431059,-2.521177245,1.486888387,-0.321457828,-2.864760089,0.11346224,-1.344562066,-1.758522489,1.516517474,-1.039147714,-0.014338905,1.050388948,-1.699558222,0.840951023,-0.777675496,-0.119581676,-0.603310316,0.963258255,0.545542762,-0.723905537,1.267172168,1.855645126,0.183466725,1.071879981,0.670652132,1.258543042,-1.058048741,-2.086755418,-0.779655719,0.292425402,-0.433093522,-2.351715605,0.666648187
